1.062534898519515991e-01 2.957917022705078125e+01 1.134815812110900879e-01 2.308655023574829102e+00 1.031094098091125488e+01
1.029052734375000000e-01 2.306254625320434570e+00 9.805689007043838501e-02 2.304517269134521484e+00 5.778412818908691406e-01
1.086600124835968018e-01 2.302193403244018555e+00 1.134815812110900879e-01 2.301540374755859375e+00 5.781168937683105469e-01
1.129499152302742004e-01 2.301283121109008789e+00 1.134815812110900879e-01 2.301560878753662109e+00 5.985076427459716797e-01
1.118861585855484009e-01 2.301656484603881836e+00 1.134815812110900879e-01 2.300963640213012695e+00 5.720107555389404297e-01
1.134207546710968018e-01 2.301514863967895508e+00 1.134815812110900879e-01 2.301192998886108398e+00 5.781595706939697266e-01
1.128452867269515991e-01 2.301389217376708984e+00 1.134815812110900879e-01 2.300969362258911133e+00 5.915884971618652344e-01
1.131940633058547974e-01 2.301610708236694336e+00 1.134815812110900879e-01 2.301727056503295898e+00 5.834639072418212891e-01
1.130022332072257996e-01 2.301648616790771484e+00 1.134815812110900879e-01 2.301033258438110352e+00 5.948574542999267578e-01
1.127406507730484009e-01 2.301919221878051758e+00 1.134815812110900879e-01 2.301496505737304688e+00 5.873818397521972656e-01
1.138392835855484009e-01 2.301175355911254883e+00 1.134815812110900879e-01 2.301865816116333008e+00 5.787074565887451172e-01
1.102818027138710022e-01 2.301673889160156250e+00 1.028645932674407959e-01 2.302225112915039062e+00 5.812652111053466797e-01
1.121303141117095947e-01 2.301567316055297852e+00 1.134815812110900879e-01 2.301279783248901367e+00 5.770702362060546875e-01
1.127406582236289978e-01 2.301638126373291016e+00 1.134815812110900879e-01 2.301844358444213867e+00 5.526471138000488281e-01
1.141183078289031982e-01 2.301453351974487305e+00 1.134815812110900879e-01 2.301434755325317383e+00 6.055424213409423828e-01
1.135079562664031982e-01 2.301748514175415039e+00 1.134815812110900879e-01 2.301426172256469727e+00 5.719928741455078125e-01
