1.128603219985961914e-01 3.088568687438964844e+00 1.134815812110900879e-01 2.301488637924194336e+00 9.033977031707763672e+00
1.124393790960311890e-01 2.301642656326293945e+00 1.134815812110900879e-01 2.302040576934814453e+00 8.245170116424560547e-01
1.124730631709098816e-01 2.301516532897949219e+00 1.134815812110900879e-01 2.302140474319458008e+00 7.529356479644775391e-01
1.117153987288475037e-01 2.301782131195068359e+00 1.134815812110900879e-01 2.301169633865356445e+00 7.665846347808837891e-01
1.096780747175216675e-01 2.302184343338012695e+00 1.134815812110900879e-01 2.302158594131469727e+00 8.717739582061767578e-01
1.126414462924003601e-01 2.302111625671386719e+00 1.134815812110900879e-01 2.301185607910156250e+00 9.359209537506103516e-01
1.137022078037261963e-01 2.301614999771118164e+00 1.134815812110900879e-01 2.301420450210571289e+00 8.278315067291259766e-01
1.117490679025650024e-01 2.301947355270385742e+00 1.134815812110900879e-01 2.301675319671630859e+00 8.323819637298583984e-01
1.115133240818977356e-01 2.301846265792846680e+00 1.134815812110900879e-01 2.302202701568603516e+00 8.195509910583496094e-01
1.121026352047920227e-01 2.301977157592773438e+00 1.134815812110900879e-01 2.301546812057495117e+00 8.256938457489013672e-01
1.139042377471923828e-01 2.301907777786254883e+00 1.134815812110900879e-01 2.301978111267089844e+00 8.289256095886230469e-01
1.114628314971923828e-01 2.301877021789550781e+00 1.134815812110900879e-01 2.302326440811157227e+00 8.240931034088134766e-01
1.129781827330589294e-01 2.302144527435302734e+00 1.134815812110900879e-01 2.301513910293579102e+00 8.199293613433837891e-01
1.116648614406585693e-01 2.302048206329345703e+00 1.134815812110900879e-01 2.301651000976562500e+00 8.278379440307617188e-01
1.123720407485961914e-01 2.301984310150146484e+00 1.134815812110900879e-01 2.301606416702270508e+00 8.254866600036621094e-01
1.136516779661178589e-01 2.301616191864013672e+00 1.134815812110900879e-01 2.301519155502319336e+00 8.223767280578613281e-01
