1.105872839689254761e-01 6.382979393005371094e+00 1.134815812110900879e-01 2.301697731018066406e+00 1.221454381942749023e+01
1.126582771539688110e-01 2.301665544509887695e+00 1.134815812110900879e-01 2.301167726516723633e+00 6.368274688720703125e-01
1.134159490466117859e-01 2.301419019699096680e+00 1.134815812110900879e-01 2.301671743392944336e+00 5.771977901458740234e-01
1.115301623940467834e-01 2.301664113998413086e+00 1.134815812110900879e-01 2.302002906799316406e+00 6.206018924713134766e-01
1.107556521892547607e-01 2.301627159118652344e+00 1.134815812110900879e-01 2.301358699798583984e+00 6.200897693634033203e-01
1.107219681143760681e-01 2.301526784896850586e+00 9.805689007043838501e-02 2.302289724349975586e+00 6.325199604034423828e-01
1.121194809675216675e-01 2.301986694335937500e+00 1.134815812110900879e-01 2.302508592605590820e+00 6.230247020721435547e-01
1.138873845338821411e-01 2.301621675491333008e+00 1.134815812110900879e-01 2.301716327667236328e+00 6.220524311065673828e-01
1.142914742231369019e-01 2.301770210266113281e+00 1.134815812110900879e-01 2.301852464675903320e+00 6.320753097534179688e-01
1.112607717514038086e-01 2.301732301712036133e+00 1.134815812110900879e-01 2.301799535751342773e+00 6.212158203125000000e-01
1.099643111228942871e-01 2.302241802215576172e+00 1.134815812110900879e-01 2.302632331848144531e+00 6.271271705627441406e-01
1.090550869703292847e-01 2.302312850952148438e+00 1.134815812110900879e-01 2.302360057830810547e+00 6.355962753295898438e-01
1.103684082627296448e-01 2.302283763885498047e+00 1.028645932674407959e-01 2.302336215972900391e+00 6.272692680358886719e-01
1.109240427613258362e-01 2.302095890045166016e+00 1.009615287184715271e-01 2.301779031753540039e+00 6.282777786254882812e-01
1.105872988700866699e-01 2.302045583724975586e+00 1.134815812110900879e-01 2.302940130233764648e+00 6.250302791595458984e-01
1.092908158898353577e-01 2.302692890167236328e+00 1.134815812110900879e-01 2.301334619522094727e+00 7.394368648529052734e-01
