7.908819913864135742e-01 6.578052043914794922e-01 9.605367779731750488e-01 1.229703575372695923e-01 7.257944345474243164e+00
9.312901496887207031e-01 2.201471328735351562e-01 9.733574390411376953e-01 8.447246253490447998e-02 1.976608037948608398e+00
9.451622366905212402e-01 1.819506734609603882e-01 9.759615659713745117e-01 7.469590753316879272e-02 2.847881317138671875e+00
9.498028755187988281e-01 1.658963263034820557e-01 9.720553755760192871e-01 8.244869858026504517e-02 1.962151527404785156e+00
9.549612998962402344e-01 1.471372544765472412e-01 9.804687500000000000e-01 6.253477185964584351e-02 2.896802663803100586e+00
9.561128616333007812e-01 1.443812996149063110e-01 9.812700748443603516e-01 6.157446652650833130e-02 1.779614686965942383e+00
9.561467170715332031e-01 1.461890786886215210e-01 9.805689454078674316e-01 6.260998547077178955e-02 1.839363574981689453e+00
9.582833647727966309e-01 1.375557184219360352e-01 9.804687500000000000e-01 6.481825560331344604e-02 2.912346839904785156e+00
9.593684077262878418e-01 1.361953914165496826e-01 9.809696078300476074e-01 6.026098877191543579e-02 2.023018121719360352e+00
9.594853520393371582e-01 1.331476420164108276e-01 9.790666103363037109e-01 6.332785636186599731e-02 2.000405073165893555e+00
9.607207179069519043e-01 1.291459351778030396e-01 9.801684617996215820e-01 6.901860982179641724e-02 1.900349140167236328e+00
9.614050984382629395e-01 1.277683973312377930e-01 9.832731485366821289e-01 5.007428675889968872e-02 2.519256830215454102e+00
9.611710906028747559e-01 1.270569562911987305e-01 9.808692932128906250e-01 6.098040938377380371e-02 2.909938335418701172e+00
9.635252952575683594e-01 1.189468428492546082e-01 9.823718070983886719e-01 5.809975415468215942e-02 1.860628604888916016e+00
9.618054032325744629e-01 1.262263655662536621e-01 9.833734631538391113e-01 5.371879413723945618e-02 1.929458141326904297e+00
9.628574848175048828e-01 1.220851466059684753e-01 9.815706014633178711e-01 6.661882996559143066e-02 2.847014665603637695e+00
